id,email,birth_date,birth_date_year,sex,province,location,distance,steps,latitude,longitude
1489,eunjugim@dreamwiz.com,2002-03-02,2002,남자,전라북도,서울특별시 관악구 인헌동,6153,8429,37.47515984,126.9652837
1490,seoyeon09@daum.net,1989-01-29,1989,남자,강원도,서울특별시 관악구 인헌동,3495,4787,37.47515984,126.9652837
1491,seoyeong20@nate.com,2006-03-07,2006,남자,충청남도,경기도 용인시 기흥구 상하동,4192,5743,37.26065783,127.1411257
1492,boram20@dreamwiz.com,2000-08-30,2000,여자,경상북도,대전광역시 대덕구 목상동,3917,5366,36.44378377,127.4115171
1493,jieuncoe@nate.com,1965-09-30,1965,남자,충청북도,경기도 안양시 만안구 안양동,6166,8447,37.38863794,126.9252441
1494,ebag@nate.com,1992-08-08,1992,남자,강원도,서울특별시 관악구 인헌동,4796,6570,37.47515984,126.9652837
1495,eunjugim@gmail.com,1968-11-05,1968,남자,강원도,서울특별시 관악구 인헌동,5190,7109,37.47515984,126.9652837
1496,yeongsu96@live.com,1971-03-30,1971,여자,경기도,인천광역시 부평구 부평6동,6616,9063,37.48531265,126.7264046
1497,jangjinu@naver.com,1957-09-10,1957,남자,전라북도,부산광역시 서구 부민동,5759,7889,35.10557476,129.0180691
1498,yeonghyi15@hotmail.com,1970-02-01,1970,남자,전라남도,부산광역시 서구 부민동,5904,8088,35.10557476,129.0180691
1499,junyeong22@live.com,1995-08-04,1995,남자,강원도,서울특별시 관악구 인헌동,4845,6637,37.47515984,126.9652837
1500,mbae@gmail.com,1958-11-18,1958,여자,전라남도,경기도 안양시 동안구 관양동,5541,7591,37.405859,126.9586544
1501,jiajang@hotmail.com,2002-11-05,2002,남자,서울특별시,서울특별시 송파구 잠실동,5747,7873,37.50455782,127.0865691
1502,juogsun@gmail.com,1956-02-08,1956,남자,경상남도,대전광역시 유성구 원신흥동,4643,6360,36.34247821,127.3429369
1503,gimjimin@gmail.com,2007-05-13,2007,남자,강원도,서울특별시 관악구 인헌동,8176,11200,37.47515984,126.9652837
1504,asim@hanmail.net,1959-11-18,1959,여자,충청남도,부산광역시 서구 부민동,8321,11398,35.10557476,129.0180691
1505,ngim@hanmail.net,1998-09-22,1998,남자,경기도,경기도 안양시 동안구 관양동,8541,11700,37.39718489,126.978675
1506,doyuni@dreamwiz.com,1972-03-17,1972,남자,경기도,경기도 안양시 동안구 관양동,5030,6890,37.405859,126.9586544
1507,ri@hanmail.net,1962-02-20,1962,남자,경상북도,대전광역시 대덕구 목상동,5202,7126,36.44378377,127.4115171
1508,byeongceol87@gmail.com,1979-03-03,1979,여자,경상북도,대전광역시 대덕구 목상동,4727,6476,36.44378377,127.4115171
1509,yejuni@gmail.com,2005-11-10,2005,남자,전라남도,대전광역시 대덕구 비래동,6126,8392,36.35213652,127.443019
1510,hyeonjii@nate.com,1958-11-01,1958,남자,경상남도,대전광역시 유성구 원신흥동,6682,9154,36.34247821,127.3429369
1511,tbag@daum.net,1968-12-11,1968,남자,전라남도,경기도 안양시 동안구 관양동,5214,7142,37.39718489,126.978675
1512,yangyeonggil@nate.com,1953-08-17,1953,여자,경상남도,대전광역시 유성구 원신흥동,8591,11768,36.34247821,127.3429369
1513,iyeweon@hanmail.net,1969-06-20,1969,남자,서울특별시,경상북도 포항시 북구 죽도1동,6793,9306,36.0289234,129.3683795
1514,ijimin@hotmail.com,2001-04-15,2001,남자,경상남도,제주도 제주시 외도동,8359,11451,33.48551339,126.4250906
1515,fi@naver.com,1996-07-14,1996,남자,경상북도,대전광역시 대덕구 목상동,4645,6363,36.44378377,127.4115171
1516,bagseonghyeon@gmail.com,1967-06-21,1967,여자,전라남도,경기도 성남시 수정구 신흥동,7090,9712,37.43973017,127.1446639
1517,gimhyeonsug@nate.com,1950-01-17,1950,남자,경기도,인천광역시 부평구 부평6동,8699,11916,37.48531265,126.7264046
1518,coejungsu@live.com,1997-10-29,1997,남자,경기도,인천광역시 부평구 부평6동,5951,8152,37.48531265,126.7264046
1519,junseo48@nate.com,1977-03-02,1977,남자,전라북도,경기도 안양시 만안구 안양동,6613,9059,37.38863794,126.9252441
1520,seongminbag@naver.com,2004-10-05,2004,여자,전라북도,경기도 성남시 수정구 신흥동,7002,9592,37.43973017,127.1446639
1521,seohyeonjeong@live.com,1959-12-11,1959,남자,경기도,경기도 성남시 수정구 신흥동,8246,11296,37.43973017,127.1446639
1522,areumgim@gmail.com,1965-03-02,1965,남자,강원도,서울특별시 관악구 인헌동,6539,8958,37.47515984,126.9652837
1523,misugseo@hanmail.net,2004-01-10,2004,남자,서울특별시,경상북도 포항시 북구 죽도1동,8697,11914,36.0289234,129.3683795
1524,shwang@live.com,2009-12-01,2009,여자,강원도,서울특별시 관악구 인헌동,5071,6946,37.47515984,126.9652837
1525,jihyecoe@naver.com,1957-11-20,1957,남자,전라북도,울산광역시 중구 성안동,6341,8686,35.57906778,129.3224268
1526,eungyeongcoe@gmail.com,2006-01-10,2006,남자,경상북도,대전광역시 대덕구 목상동,8522,11674,36.44378377,127.4115171
1527,ujin42@hanmail.net,1952-04-27,1952,남자,경기도,인천광역시 부평구 부평6동,7398,10134,37.48531265,126.7264046
1528,xgim@naver.com,1950-03-23,1950,여자,경기도,인천광역시 부평구 부평6동,4891,6700,37.48531265,126.7264046
1529,obyeongceol@daum.net,1970-07-12,1970,남자,경상북도,대전광역시 대덕구 목상동,5364,7348,36.44378377,127.4115171
1530,dgim@live.com,1982-04-27,1982,남자,강원도,서울특별시 관악구 인헌동,7773,10648,37.47515984,126.9652837
1531,caeweongim@hotmail.com,1988-10-12,1988,남자,충청남도,대전광역시 유성구 원신흥동,8335,11418,36.34247821,127.3429369
1532,heojaehyeon@dreamwiz.com,1955-04-05,1955,여자,서울특별시,서울특별시 송파구 잠실동,6469,8861,37.50455782,127.0865691
1533,gimjieun@hanmail.net,1953-07-20,1953,남자,강원도,서울특별시 관악구 인헌동,6959,9533,37.47515984,126.9652837
1534,sujingim@hanmail.net,1987-09-08,1987,남자,강원도,서울특별시 관악구 인헌동,4790,6562,37.47515984,126.9652837
1535,gwangsugang@live.com,1995-04-20,1995,남자,경기도,경상북도 문경시 신기동,5042,6907,36.63477454,128.1664845
1536,jongsu25@nate.com,1997-12-07,1997,여자,충청북도,서울특별시 영등포구 여의도동,4887,6694,37.52580566,126.9266096
1537,sugja57@hotmail.com,1986-09-30,1986,남자,강원도,서울특별시 관악구 인헌동,5831,7987,37.47515984,126.9652837
1538,heoyeji@dreamwiz.com,1995-12-15,1995,남자,경기도,인천광역시 부평구 부평6동,5810,7959,37.48531265,126.7264046
1539,gimsujin@live.com,1961-07-14,1961,남자,경상남도,제주도 제주시 외도동,7981,10933,33.48551339,126.4250906
1540,ijinu@dreamwiz.com,2004-01-27,2004,여자,충청북도,울산광역시 중구 성안동,8038,11011,35.57906778,129.3224268
1541,donghyeongim@naver.com,1977-06-09,1977,남자,경상남도,제주도 제주시 외도동,5800,7945,33.48551339,126.4250906
1542,wgim@live.com,1987-06-18,1987,남자,전라북도,경기도 안양시 동안구 관양동,8733,11963,37.39718489,126.978675
1543,sonjihyeon@naver.com,1958-08-26,1958,남자,충청남도,울산광역시 중구 성안동,4581,6275,35.57906778,129.3224268
1544,jimingim@dreamwiz.com,1954-07-31,1954,여자,전라북도,경기도 고양시 덕양구 주교동,5948,8148,37.65683566,126.8327716
1545,gangeunji@live.com,2000-03-31,2000,남자,경기도,대전광역시 유성구 원신흥동,7788,10669,36.34247821,127.3429369
1546,coedoyun@hotmail.com,1996-01-30,1996,남자,경상남도,제주도 제주시 외도동,7997,10955,33.48551339,126.4250906
1547,yeongsigbag@hanmail.net,1963-05-18,1963,남자,경기도,인천광역시 부평구 부평6동,7027,9626,37.48531265,126.7264046
1548,seonghyeon33@daum.net,2001-03-05,2001,여자,경기도,울산광역시 중구 성안동,4491,6152,35.57906778,129.3224268
1549,seonghyeoni@daum.net,1964-10-07,1964,남자,서울특별시,경상북도 포항시 북구 죽도1동,7494,10266,36.0289234,129.3683795
1550,seojunsin@dreamwiz.com,1979-05-29,1979,남자,경기도,인천광역시 부평구 부평6동,6534,8950,37.48531265,126.7264046
1551,hyeonsug32@hotmail.com,1972-06-11,1972,남자,경상남도,제주도 제주시 외도동,4941,6768,33.48551339,126.4250906
1552,jihuni@hotmail.com,1994-03-28,1994,여자,경상북도,대전광역시 대덕구 목상동,6331,8672,36.44378377,127.4115171
1553,hwangyeongsun@naver.com,2002-07-27,2002,남자,강원도,서울특별시 관악구 인헌동,8702,11921,37.47515984,126.9652837
1554,coeseoyun@dreamwiz.com,1967-12-16,1967,남자,경기도,인천광역시 부평구 부평6동,4755,6514,37.48531265,126.7264046
1555,yeeun88@naver.com,1988-01-14,1988,남자,충청북도,경기도 성남시 분당구 정자동,5319,7286,37.36263671,127.1146307
1556,ogsuni@naver.com,1992-06-19,1992,여자,경상북도,대전광역시 대덕구 목상동,7740,10603,36.44378377,127.4115171
1557,gbag@live.com,2010-08-15,2010,남자,전라남도,대전광역시 대덕구 비래동,7020,9616,36.35213652,127.443019
1558,gimjiyeon@daum.net,1987-08-25,1987,남자,전라북도,경기도 성남시 수정구 수진동,7626,10446,37.44038658,127.1326937
1559,subin66@nate.com,1950-10-12,1950,남자,경기도,경기도 성남시 수정구 신흥동,5983,8196,37.43973017,127.1446639
1560,seoyeong28@dreamwiz.com,1975-02-19,1975,여자,전라북도,대전광역시 유성구 원신흥동,6562,8989,36.34247821,127.3429369
1561,ygim@naver.com,1958-06-01,1958,남자,강원도,서울특별시 관악구 인헌동,4957,6790,37.47515984,126.9652837
1562,ti@hotmail.com,1967-10-10,1967,남자,전라북도,경기도 성남시 수정구 신흥동,8661,11864,37.43973017,127.1446639
1563,gimyeji@dreamwiz.com,2002-01-22,2002,남자,서울특별시,경상북도 포항시 북구 죽도1동,7222,9893,36.0289234,129.3683795
1564,oyujin@nate.com,1961-02-20,1961,여자,전라남도,경기도 성남시 중원구 상대원동,4495,6157,37.44275172,127.1669886
1565,sanghun56@daum.net,1954-08-17,1954,남자,전라남도,경기도 안양시 동안구 관양동,7400,10137,37.405859,126.9586544
1566,misugbag@daum.net,1987-11-25,1987,남자,경상남도,제주도 제주시 외도동,7308,10011,33.48551339,126.4250906
1567,hi@nate.com,1956-11-29,1956,남자,경상남도,제주도 제주시 외도동,7174,9827,33.48551339,126.4250906
1568,hwangminji@dreamwiz.com,2007-03-11,2007,여자,경기도,인천광역시 부평구 부평6동,8111,11111,37.48531265,126.7264046
1569,gyeonghyii@hotmail.com,1988-09-16,1988,남자,전라북도,대전광역시 유성구 원신흥동,7232,9907,36.34247821,127.3429369
1570,gimjihun@nate.com,2000-08-31,2000,남자,경기도,인천광역시 부평구 부평6동,4827,6612,37.48531265,126.7264046
1571,boram35@hotmail.com,1967-09-02,1967,남자,경상남도,제주도 제주시 외도동,5268,7217,33.48551339,126.4250906
1572,gangseungmin@gmail.com,1955-09-22,1955,여자,충청북도,경기도 성남시 수정구 신흥동,4587,6284,37.43973017,127.1446639
1573,jeongsungweon@nate.com,2010-09-17,2010,남자,경기도,경기도 안양시 동안구 관양동,8350,11438,37.39718489,126.978675
1574,qgwag@hanmail.net,2010-08-19,2010,남자,충청남도,대전광역시 유성구 원신흥동,5682,7783,36.34247821,127.3429369
1575,yeonggilgweon@hotmail.com,1983-11-08,1983,남자,서울특별시,서울특별시 송파구 잠실동,5556,7611,37.50455782,127.0865691
1576,yeongilbag@naver.com,1989-08-29,1989,여자,전라남도,부산광역시 부산진구 전포제1동,7657,10489,35.15355474,129.0675338
1577,seonghyeon58@naver.com,1952-12-20,1952,남자,강원도,서울특별시 관악구 인헌동,4992,6838,37.47515984,126.9652837
1578,jeonghyigim@naver.com,1967-07-14,1967,남자,전라남도,경상북도 문경시 신기동,5201,7125,36.63477454,128.1664845
1579,gimdoyun@live.com,1994-07-28,1994,남자,경기도,경기도 성남시 수정구 수진동,8231,11275,37.44038658,127.1326937
1580,iyeeun@hotmail.com,1994-06-29,1994,여자,경상북도,대전광역시 대덕구 목상동,4716,6460,36.44378377,127.4115171
1581,kgim@nate.com,2007-08-09,2007,남자,충청남도,경기도 성남시 분당구 정자동,7796,10680,37.36263671,127.1146307
1582,ogsuno@nate.com,1973-09-26,1973,남자,경기도,인천광역시 부평구 부평6동,8636,11830,37.48531265,126.7264046
1583,donghyeon84@hotmail.com,1982-03-16,1982,남자,충청북도,경기도 안양시 동안구 관양동,7145,9787,37.39718489,126.978675
1584,zyun@dreamwiz.com,1972-05-14,1972,여자,충청남도,경기도 성남시 중원구 상대원동,7700,10548,37.44275172,127.1669886
1585,fgang@gmail.com,1951-04-18,1951,남자,경기도,서울특별시 영등포구 여의도동,7265,9952,37.52580566,126.9266096
1586,udonghyeon@gmail.com,1971-05-01,1971,남자,강원도,서울특별시 관악구 인헌동,7718,10572,37.47515984,126.9652837
1587,juweonbaeg@gmail.com,1996-02-06,1996,남자,전라북도,경기도 성남시 수정구 신흥동,5789,7930,37.43973017,127.1446639
1588,gimjaeho@hotmail.com,1980-01-09,1980,여자,충청남도,대전광역시 유성구 원신흥동,6021,8248,36.34247821,127.3429369
1589,jeongsunryu@nate.com,1993-11-05,1993,남자,경상북도,울산광역시 중구 학성동,7468,10230,35.55395193,129.336443
1590,yejincoe@daum.net,1999-04-24,1999,남자,경상북도,울산광역시 중구 학성동,5144,7046,35.55395193,129.336443
1591,seonghyeon77@gmail.com,2000-08-11,2000,남자,경상북도,울산광역시 중구 학성동,4905,6719,35.55395193,129.336443
1592,jeongho21@daum.net,1988-02-07,1988,여자,전라북도,서울특별시 영등포구 여의도동,5471,7494,37.52580566,126.9266096
1593,qmin@nate.com,1996-07-01,1996,남자,강원도,서울특별시 관악구 인헌동,8457,11585,37.47515984,126.9652837
1594,sunjai@dreamwiz.com,1980-07-07,1980,남자,경상북도,울산광역시 중구 학성동,6174,8458,35.55395193,129.336443
1595,jangsumin@naver.com,1992-04-16,1992,남자,충청북도,부산광역시 부산진구 전포제1동,7855,10760,35.15355474,129.0675338
1596,jaeho77@gmail.com,1974-07-18,1974,여자,전라남도,경기도 안양시 동안구 호계동,7791,10673,37.39050639,126.9502273
1597,eunjeongbag@live.com,2000-02-05,2000,남자,전라북도,울산광역시 중구 학성동,5066,6940,35.55395193,129.336443
1598,gimyejin@gmail.com,1980-06-30,1980,남자,경상남도,제주도 제주시 외도동,5529,7574,33.48551339,126.4250906
1599,hayun03@live.com,1968-03-19,1968,남자,충청남도,서울특별시 영등포구 여의도동,5257,7202,37.52580566,126.9266096
1600,sujin03@live.com,1977-04-14,1977,여자,전라북도,서울특별시 영등포구 여의도동,7939,10875,37.52580566,126.9266096
1601,yejibag@gmail.com,1996-02-22,1996,남자,경기도,인천광역시 부평구 부평6동,6734,9224,37.48531265,126.7264046
1602,jiajeong@naver.com,2003-12-04,2003,남자,전라북도,대전광역시 유성구 원신흥동,4661,6385,36.34247821,127.3429369
1603,simjimin@live.com,1975-03-25,1975,남자,전라남도,경기도 성남시 분당구 정자동,5367,7352,37.36263671,127.1146307
1604,nomyeongsug@dreamwiz.com,1998-02-23,1998,여자,강원도,서울특별시 관악구 인헌동,8613,11798,37.47515984,126.9652837
1605,sanghobag@hotmail.com,1971-04-04,1971,남자,전라남도,대전광역시 대덕구 비래동,7652,10482,36.35213652,127.443019
1606,hyeonju82@dreamwiz.com,1987-01-15,1987,남자,경상북도,울산광역시 중구 학성동,6197,8489,35.55395193,129.336443
1607,yeongho47@hotmail.com,1953-03-22,1953,남자,경기도,인천광역시 부평구 부평6동,6347,8695,37.48531265,126.7264046
1608,miyeong23@daum.net,2001-08-20,2001,여자,충청남도,경기도 성남시 수정구 신흥동,8502,11646,37.43973017,127.1446639
1609,cunja32@nate.com,1982-07-25,1982,남자,강원도,서울특별시 관악구 인헌동,7724,10581,37.47515984,126.9652837
1610,bagjeongsig@daum.net,1960-11-17,1960,남자,강원도,서울특별시 강남구 도곡동,8271,11330,37.4860498,127.0424415
1611,qcoe@live.com,1986-04-02,1986,남자,경기도,인천광역시 부평구 부평6동,7159,9807,37.48531265,126.7264046
1612,ybag@daum.net,1957-07-30,1957,여자,서울특별시,서울특별시 송파구 잠실동,7186,9844,37.50455782,127.0865691
1613,oi@gmail.com,2010-09-03,2010,남자,전라남도,경기도 성남시 수정구 신흥동,6331,8673,37.43973017,127.1446639
1614,gimjihye@live.com,1960-07-20,1960,남자,경기도,경기도 안양시 만안구 안양동,4733,6483,37.38863794,126.9252441
1615,gimjunyeong@nate.com,1987-07-01,1987,남자,경상남도,제주도 제주시 외도동,4767,6530,33.48551339,126.4250906
1616,hongyunseo@gmail.com,1980-01-24,1980,여자,전라남도,부산광역시 부산진구 전포제1동,4779,6547,35.15355474,129.0675338
1617,hsin@hotmail.com,1967-07-13,1967,남자,전라남도,부산광역시 부산진구 전포제1동,7846,10748,35.15355474,129.0675338
1618,ai@daum.net,1996-11-30,1996,남자,충청남도,서울특별시 영등포구 여의도동,7186,9844,37.52580566,126.9266096
1619,jihunbag@live.com,1990-06-21,1990,남자,전라남도,대전광역시 유성구 원신흥동,6585,9021,36.34247821,127.3429369
1620,bjang@daum.net,1990-12-18,1990,여자,전라북도,부산광역시 부산진구 부전제1동,8590,11767,35.16360753,129.0629884
1621,yunseojeong@hotmail.com,1980-06-29,1980,남자,전라북도,대전광역시 대덕구 비래동,6770,9274,36.35213652,127.443019
1622,yeongsu25@daum.net,2005-05-25,2005,남자,경상남도,제주도 제주시 외도동,6604,9046,33.48551339,126.4250906
1623,seonyeongyun@dreamwiz.com,1997-08-16,1997,남자,전라남도,부산광역시 부산진구 전포제1동,5623,7703,35.15355474,129.0675338
1624,simdohyeon@daum.net,1987-07-13,1987,여자,경기도,경기도 성남시 중원구 상대원동,5115,7007,37.44275172,127.1669886
1625,myeongsug26@naver.com,1962-05-02,1962,남자,전라남도,경기도 고양시 덕양구 주교동,6965,9541,37.65683566,126.8327716
1626,jaehyeon42@hanmail.net,1999-08-08,1999,남자,경상북도,울산광역시 중구 학성동,5720,7836,35.55395193,129.336443
1627,joyeongceol@hanmail.net,2002-12-12,2002,남자,충청남도,경기도 고양시 덕양구 주교동,5621,7700,37.65683566,126.8327716
1628,imseongmin@dreamwiz.com,1981-12-27,1981,여자,충청남도,서울특별시 송파구 잠실동,6945,9514,37.50455782,127.0865691
1629,bagyujin@hotmail.com,1992-04-29,1992,남자,전라남도,경기도 안양시 동안구 관양동,8555,11719,37.39718489,126.978675
1630,xi@hotmail.com,1973-02-23,1973,남자,강원도,서울특별시 강남구 도곡동,8210,11247,37.4860498,127.0424415
1631,seongsuryu@hanmail.net,1990-06-11,1990,남자,충청북도,대전광역시 대덕구 비래동,8272,11331,36.35213652,127.443019
1632,baeeunyeong@live.com,1968-06-17,1968,여자,서울특별시,서울특별시 송파구 잠실동,5669,7766,37.50455782,127.0865691
1633,jeongsiggim@hanmail.net,2005-12-26,2005,남자,경상남도,제주도 제주시 외도동,8002,10961,33.48551339,126.4250906
1634,li@dreamwiz.com,1987-08-04,1987,남자,경기도,서울특별시 송파구 잠실동,8502,11647,37.50455782,127.0865691
1635,yujinmun@hotmail.com,1991-07-02,1991,남자,강원도,서울특별시 강남구 도곡동,7961,10906,37.4860498,127.0424415
1636,nayeongceol@hotmail.com,1984-12-12,1984,여자,전라북도,서울특별시 영등포구 여의도동,7769,10642,37.52580566,126.9266096
1637,gimjeongja@gmail.com,1993-08-06,1993,남자,경기도,경상남도 거제시 장승포동,7948,10888,34.85677719,128.7203081
1638,ugweon@gmail.com,1999-07-04,1999,남자,서울특별시,서울특별시 송파구 잠실동,5333,7305,37.50455782,127.0865691
1639,ri@live.com,2009-09-19,2009,남자,전라남도,서울특별시 영등포구 여의도동,7613,10429,37.52580566,126.9266096
1640,fgim@naver.com,1992-04-22,1992,여자,전라남도,경기도 용인시 기흥구 상하동,6895,9445,37.26065783,127.1411257
1641,mgo@hanmail.net,1982-10-10,1982,남자,경상남도,제주도 제주시 외도동,8167,11188,33.48551339,126.4250906
1642,minjaeju@naver.com,1968-09-16,1968,남자,충청북도,경기도 안양시 동안구 관양동,7679,10519,37.405859,126.9586544
1643,eunjeonggim@naver.com,1994-05-27,1994,남자,경상북도,울산광역시 중구 학성동,6746,9241,35.55395193,129.336443
1644,yeongsui@daum.net,1956-02-03,1956,여자,전라북도,경기도 용인시 기흥구 상하동,6237,8544,37.26065783,127.1411257
1645,seohyeonju@naver.com,1962-02-21,1962,남자,전라남도,경기도 용인시 기흥구 상하동,4639,6355,37.26065783,127.1411257
1646,eunjigim@nate.com,1963-10-01,1963,남자,충청북도,경기도 안양시 만안구 안양동,4424,6060,37.38863794,126.9252441
1647,rbag@naver.com,1954-01-01,1954,남자,경기도,경기도 고양시 덕양구 주교동,7532,10318,37.65683566,126.8327716
1648,yeongsun80@daum.net,1990-02-28,1990,여자,강원도,서울특별시 강남구 도곡동,7266,9953,37.4860498,127.0424415
1649,seonghoyu@gmail.com,1969-10-09,1969,남자,경상남도,제주도 제주시 외도동,8364,11458,33.48551339,126.4250906
1650,siuson@live.com,1960-08-31,1960,남자,충청북도,경기도 고양시 덕양구 주교동,4939,6766,37.65683566,126.8327716
1651,sunog16@gmail.com,1989-04-09,1989,남자,충청북도,부산광역시 부산진구 부전제1동,7587,10393,35.16360753,129.0629884
1652,minjaegim@hanmail.net,1959-03-14,1959,여자,서울특별시,서울특별시 송파구 잠실동,7318,10024,37.50455782,127.0865691
1653,eunju45@live.com,1952-04-11,1952,남자,충청남도,서울특별시 송파구 잠실동,7233,9908,37.50455782,127.0865691
1654,donghyeon73@daum.net,2010-03-14,2010,남자,경기도,인천광역시 부평구 부평6동,5414,7416,37.48531265,126.7264046
1655,ybae@live.com,2003-12-10,2003,남자,강원도,서울특별시 강남구 도곡동,5406,7406,37.4860498,127.0424415
1656,jeongnamgim@dreamwiz.com,1989-02-17,1989,여자,경기도,경기도 성남시 수정구 수진동,5057,6928,37.44038658,127.1326937
1657,aseo@dreamwiz.com,1969-01-20,1969,남자,서울특별시,서울특별시 관악구 조원동,8729,11958,37.48160927,126.9053726
1658,sunog75@gmail.com,1978-09-09,1978,남자,서울특별시,서울특별시 송파구 잠실동,6243,8552,37.50455782,127.0865691
1659,so@gmail.com,2002-11-16,2002,남자,경상남도,제주도 제주시 외도동,6946,9515,33.48551339,126.4250906
1660,pgim@naver.com,1970-06-17,1970,여자,전라북도,경기도 안양시 만안구 안양동,6839,9368,37.38863794,126.9252441
1661,hyeonui@naver.com,1992-12-07,1992,남자,강원도,서울특별시 강남구 도곡동,5914,8101,37.4860498,127.0424415
1662,ahong@hanmail.net,1961-12-15,1961,남자,전라북도,서울특별시 영등포구 여의도동,6147,8420,37.52580566,126.9266096
1663,ogim@naver.com,1987-03-05,1987,남자,전라남도,경기도 성남시 분당구 정자동,4605,6308,37.36263671,127.1146307
1664,minjun60@gmail.com,1977-08-09,1977,여자,경기도,부산광역시 부산진구 전포제1동,7298,9997,35.15355474,129.0675338
1665,yeonghyiheo@hanmail.net,1959-05-18,1959,남자,충청북도,경기도 성남시 수정구 신흥동,5593,7662,37.43973017,127.1446639
1666,seonyeong66@dreamwiz.com,2005-08-30,2005,남자,서울특별시,서울특별시 송파구 잠실동,7158,9805,37.50455782,127.0865691
1667,yeongilcoe@daum.net,1989-02-21,1989,남자,경상북도,울산광역시 중구 학성동,5980,8192,35.55395193,129.336443
1668,seunghyeon07@hanmail.net,1950-10-05,1950,여자,충청남도,경기도 성남시 분당구 정자동,7088,9709,37.36263671,127.1146307
1669,jangjeongsu@naver.com,1960-08-12,1960,남자,충청남도,경기도 안양시 동안구 관양동,5055,6925,37.39718489,126.978675
1670,seunghyeoni@daum.net,1971-01-10,1971,남자,충청남도,경상남도 거제시 장승포동,7850,10753,34.85677719,128.7203081
1671,yeongceolgwag@hotmail.com,1999-03-04,1999,남자,강원도,서울특별시 강남구 도곡동,6615,9061,37.4860498,127.0424415
1672,oeunji@gmail.com,2009-12-17,2009,여자,경기도,경기도 안양시 동안구 관양동,5958,8161,37.405859,126.9586544
1673,ogjai@hotmail.com,1987-11-05,1987,남자,전라북도,경기도 성남시 분당구 정자동,6196,8488,37.36263671,127.1146307
1674,xgwag@gmail.com,2008-06-07,2008,남자,전라남도,서울특별시 영등포구 여의도동,4423,6059,37.52580566,126.9266096
1675,coejeongja@gmail.com,2003-11-21,2003,남자,서울특별시,서울특별시 관악구 조원동,8173,11196,37.48160927,126.9053726
1676,eunjihwang@dreamwiz.com,2001-06-04,2001,여자,경기도,인천광역시 부평구 부평6동,7165,9815,37.48531265,126.7264046
1677,kgim@naver.com,1982-08-29,1982,남자,서울특별시,서울특별시 관악구 조원동,6187,8476,37.48160927,126.9053726
1678,anhyejin@naver.com,2002-10-14,2002,남자,강원도,서울특별시 강남구 도곡동,6027,8256,37.4860498,127.0424415
1679,seonghungim@naver.com,2007-06-06,2007,남자,전라남도,대전광역시 유성구 원신흥동,6552,8975,36.34247821,127.3429369
1680,siu81@gmail.com,1979-06-15,1979,여자,충청남도,경기도 용인시 기흥구 상하동,5735,7856,37.26065783,127.1411257
1681,jeongsug33@hanmail.net,1954-06-05,1954,남자,충청북도,경상남도 거제시 장승포동,6167,8448,34.85677719,128.7203081
1682,yi@dreamwiz.com,1965-12-20,1965,남자,전라북도,경기도 성남시 수정구 신흥동,7258,9943,37.43973017,127.1446639
1683,igyeongsug@dreamwiz.com,1996-02-14,1996,남자,경기도,경기도 고양시 덕양구 주교동,4532,6208,37.65683566,126.8327716
1684,gimgyeongja@gmail.com,1978-09-01,1978,여자,경상북도,울산광역시 중구 학성동,4470,6123,35.55395193,129.336443
1685,minseoggang@daum.net,1962-10-03,1962,남자,강원도,서울특별시 강남구 도곡동,7001,9591,37.4860498,127.0424415
1686,iyeji@hotmail.com,1971-11-08,1971,남자,전라남도,경기도 성남시 수정구 수진동,6743,9237,37.44038658,127.1326937
1687,minseojo@dreamwiz.com,1998-08-07,1998,남자,전라북도,경기도 안양시 만안구 안양동,6510,8918,37.38863794,126.9252441
1688,iyeeun@gmail.com,1973-04-06,1973,여자,경기도,인천광역시 부평구 부평6동,6426,8803,37.48531265,126.7264046
1689,sujin47@gmail.com,1976-12-01,1976,남자,충청북도,경기도 안양시 동안구 관양동,5555,7609,37.39718489,126.978675
1690,yejungim@hotmail.com,1984-07-18,1984,남자,전라남도,부산광역시 부산진구 부전제1동,6190,8479,35.16360753,129.0629884
1691,junhyeog89@naver.com,1988-03-08,1988,남자,충청남도,부산광역시 부산진구 부전제1동,6467,8859,35.16360753,129.0629884
1692,juweon72@hanmail.net,1980-05-27,1980,여자,충청남도,부산광역시 부산진구 부전제1동,5753,7881,35.16360753,129.0629884
1693,jieunyun@gmail.com,1952-09-06,1952,남자,전라북도,경기도 안양시 동안구 관양동,4906,6720,37.39718489,126.978675
1694,bagjeongsun@daum.net,1954-07-02,1954,남자,경기도,서울특별시 영등포구 여의도동,8707,11927,37.52580566,126.9266096
1695,jongsuan@hotmail.com,1971-01-02,1971,남자,전라남도,울산광역시 중구 학성동,8440,11561,35.55395193,129.336443
1696,ogsuni@dreamwiz.com,1999-03-15,1999,여자,충청남도,경기도 성남시 수정구 신흥동,6542,8961,37.43973017,127.1446639
1697,hagyeonghyi@nate.com,1981-10-28,1981,남자,전라북도,울산광역시 중구 학성동,7373,10100,35.55395193,129.336443
1698,lseo@nate.com,1968-11-15,1968,남자,강원도,서울특별시 강남구 도곡동,8130,11137,37.4860498,127.0424415
1699,seonyeongi@hanmail.net,1970-07-09,1970,남자,경상북도,울산광역시 중구 학성동,8290,11356,35.55395193,129.336443
1700,nojinho@dreamwiz.com,1958-06-13,1958,여자,서울특별시,서울특별시 관악구 조원동,4589,6286,37.48160927,126.9053726
